province,zone,form_type,voting_type,station_id,station_name,candidate_no,candidate_name,party,votes,total_ballots,invalid_ballots,no_vote_ballots
ชัยภูมิ,2,518,election_day,217,ทุ่งทอง บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,217,ทุ่งทอง บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,1630,,,
ชัยภูมิ,2,518,election_day,218,ทุ่งทอง บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,218,ทุ่งทอง บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,218,ทุ่งทอง บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,218,ทุ่งทอง บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,218,ทุ่งทอง บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,6,,,
ชัยภูมิ,2,518,election_day,218,ทุ่งทอง บ้านเขว้า,9,นายประเสริฐศักดิ์ ขำหนตั้,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,219,ทุ่งทอง บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,219,ทุ่งทอง บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,219,ทุ่งทอง บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,219,ทุ่งทอง บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,219,ทุ่งทอง บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,219,ทุ่งทอง บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,3,,,
ชัยภูมิ,2,518,election_day,219,ทุ่งทอง บ้านเขว้า,63,นายเซชิงชาย ชาลีรินทร์ นายเชิงชาย ชาลีรินทร์ นายณรงค์ แขนอก นายณรงค์ แขนอก น,ประชาธิปัตย์ ประชาธิปัตย์ เพื่อไทย เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,220,ทุ่งทอง บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,220,ทุ่งทอง บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,220,ทุ่งทอง บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,220,ทุ่งทอง บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,3,,,
ชัยภูมิ,2,518,election_day,220,ทุ่งทอง บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,221,ทุ่งทอง บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,2,,,
ชัยภูมิ,2,518,election_day,221,ทุ่งทอง บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,221,ทุ่งทอง บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,3,,,
ชัยภูมิ,2,518,election_day,221,ทุ่งทอง บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,2,,,
ชัยภูมิ,2,518,election_day,221,ทุ่งทอง บ้านเขว้า,9,นายประเสริฐศักดิ์ ขำหินตั้ง,ไทยก้าวใหม่,2,,,
ชัยภูมิ,2,518,election_day,222,ทุ่งทอง บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,222,ทุ่งทอง บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,30,,,
ชัยภูมิ,2,518,election_day,222,ทุ่งทอง บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,2,,,
ชัยภูมิ,2,518,election_day,222,ทุ่งทอง บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,2,,,
ชัยภูมิ,2,518,election_day,222,ทุ่งทอง บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,2,,,
ชัยภูมิ,2,518,election_day,222,ทุ่งทอง บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,223,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,223,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,223,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,223,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,223,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,223,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,223,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,223,บ้านเขว้า บ้านเขว้า,62,นางสาววาสนา อยู่ภักดี นางสาววาสนา อยู่ภักดี นายเชิงชาย ชาลีรินทร์ นายเซิงชาย ชาลีรินทร์,ประชาชน ประชาชน เพื่อไทย เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,223,บ้านเขว้า บ้านเขว้า,63,นายเชิงชาย ชาลีรินทร์ นายณรงค์ แขนอก,ประชาธิปัตย์ เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,224,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,224,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,224,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,224,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,224,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,224,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,224,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,225,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,2,,,
ชัยภูมิ,2,518,election_day,225,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,225,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,17,,,
ชัยภูมิ,2,518,election_day,225,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,17,,,
ชัยภูมิ,2,518,election_day,225,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,225,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,2,,,
ชัยภูมิ,2,518,election_day,225,บ้านเขว้า บ้านเขว้า,9,นายประเสริฐศักดิ์ ขำหินตัง นายประเสริฐศักดิ์ ขำหินตั้ง,ไทยก้าวใหม่ ไทยก้าวใหม่,2,,,
ชัยภูมิ,2,518,election_day,226,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,226,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,226,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,226,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,226,บ้านเขว้า บ้านเขว้า,9,นายประเสริฐศักดิ์ ขำหินตั้ง นางสาววาสนา อยู่ภักดี,ไทยก้าวใหม่ ประชาชน,,,,
ชัยภูมิ,2,518,election_day,227,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,227,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,227,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,227,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,227,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,228,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,228,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,228,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,228,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,9,,,
ชัยภูมิ,2,518,election_day,228,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,9,,,
ชัยภูมิ,2,518,election_day,228,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,9508,,,
ชัยภูมิ,2,518,election_day,228,บ้านเขว้า บ้านเขว้า,9,นายประเสริฐศักดิ์ ขำหินตั้ง,ไทยก้าวใหม่ ไทยก้าวใหม่ V,,,,
ชัยภูมิ,2,518,election_day,229,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,229,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,229,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,229,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,229,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,229,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,2,,,
ชัยภูมิ,2,518,election_day,230,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,230,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,230,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,230,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,230,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,230,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,231,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,52,,,
ชัยภูมิ,2,518,election_day,231,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,52,,,
ชัยภูมิ,2,518,election_day,231,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,52,,,
ชัยภูมิ,2,518,election_day,231,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,0,,,
ชัยภูมิ,2,518,election_day,231,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,231,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,232,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,0,,,
ชัยภูมิ,2,518,election_day,232,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,3,,,
ชัยภูมิ,2,518,election_day,232,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,144,,,
ชัยภูมิ,2,518,election_day,232,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,232,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,3,,,
ชัยภูมิ,2,518,election_day,232,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,144,,,
ชัยภูมิ,2,518,election_day,232,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,0,,,
ชัยภูมิ,2,518,election_day,233,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,0,,,
ชัยภูมิ,2,518,election_day,233,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,233,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,233,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,233,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,233,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,234,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,234,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,234,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,4,,,
ชัยภูมิ,2,518,election_day,234,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,3,,,
ชัยภูมิ,2,518,election_day,234,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,3,,,
ชัยภูมิ,2,518,election_day,234,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,234,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,235,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,235,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,235,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,235,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,235,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,235,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,6,,,
ชัยภูมิ,2,518,election_day,236,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,8,,,
ชัยภูมิ,2,518,election_day,236,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,236,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,236,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,236,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,0,,,
ชัยภูมิ,2,518,election_day,236,บ้านเขว้า บ้านเขว้า,167,นายเชิงชาย ชาลีรินทร์ นายเชิงชาย ชาลีรินทร์ นางสาววาสนา อยูภักดี,ประชาชน ประชาชน เพื่อไทย เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,237,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,237,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,237,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,237,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,10,,,
ชัยภูมิ,2,518,election_day,237,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,10,,,
ชัยภูมิ,2,518,election_day,238,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,238,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,238,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,238,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,238,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,238,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,239,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,2,,,
ชัยภูมิ,2,518,election_day,239,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,2,,,
ชัยภูมิ,2,518,election_day,239,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,239,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,2,,,
ชัยภูมิ,2,518,election_day,239,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,2,,,
ชัยภูมิ,2,518,election_day,239,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,239,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,240,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,2,,,
ชัยภูมิ,2,518,election_day,240,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,2,,,
ชัยภูมิ,2,518,election_day,240,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,2,,,
ชัยภูมิ,2,518,election_day,240,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,2,,,
ชัยภูมิ,2,518,election_day,240,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,240,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,240,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,241,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,241,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,0,,,
ชัยภูมิ,2,518,election_day,241,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,0,,,
ชัยภูมิ,2,518,election_day,241,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,0,,,
ชัยภูมิ,2,518,election_day,241,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,242,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,2,,,
ชัยภูมิ,2,518,election_day,242,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,242,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,242,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,242,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,242,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,242,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,,,,
ชัยภูมิ,2,518,election_day,242,บ้านเขว้า บ้านเขว้า,22,ะสีะ,,,,,
ชัยภูมิ,2,518,election_day,243,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,1,,,
ชัยภูมิ,2,518,election_day,243,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,1,,,
ชัยภูมิ,2,518,election_day,243,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,9,,,
ชัยภูมิ,2,518,election_day,243,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,243,บ้านเขว้า บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,9,,,
ชัยภูมิ,2,518,election_day,243,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,272,,,
ชัยภูมิ,2,518,election_day,244,บ้านเขว้า บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,25,,,
ชัยภูมิ,2,518,election_day,244,บ้านเขว้า บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,244,บ้านเขว้า บ้านเขว้า,3,นายเชิงชาย ชาลีรินทร์,เพื่อไทย,,,,
ชัยภูมิ,2,518,election_day,244,บ้านเขว้า บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,3,,,
ชัยภูมิ,2,518,election_day,244,บ้านเขว้า บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,29,,,
ชัยภูมิ,2,518,election_day,244,บ้านเขว้า บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,9,,,
ชัยภูมิ,2,518,election_day,245,ภูแลนคา บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,2,,,
ชัยภูมิ,2,518,election_day,245,ภูแลนคา บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,245,ภูแลนคา บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,245,ภูแลนคา บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
ชัยภูมิ,2,518,election_day,245,ภูแลนคา บ้านเขว้า,8,นายกวัสย์ หงษ์ไทย,เศรษฐกิจ,60,,,
ชัยภูมิ,2,518,election_day,246,ภูแลนคา บ้านเขว้า,1,นายประเสริฐศักดิ์ จำหนัก,ไทยก้าวใหม่,,,,
ชัยภูมิ,2,518,election_day,246,ภูแลนคา บ้านเขว้า,2,นางสาววาสนา อยู่ภักดี,ประชาชน,,,,
ชัยภูมิ,2,518,election_day,246,ภูแลนคา บ้านเขว้า,4,นายณรงค์ แขนอก,ประชาธิปัตย์,,,,
ชัยภูมิ,2,518,election_day,246,ภูแลนคา บ้านเขว้า,5,นายทัศนัย สุขประสาร,ภูมิใจไทย,,,,
ชัยภูมิ,2,518,election_day,246,ภูแลนคา บ้านเขว้า,6,นายโสโชค สู้โนนตาด,รวมไทยสร้างชาติ,,,,
