province,constituency_no,form_type,vote_type,polling_station_no,district,subdistrict,total_choice_votes,eligible_voters,ballots_cast,valid_votes,invalid_votes,no_vote,choice_count,needs_review_rows
ชัยภูมิ,2,5_18,constituency,282.0,บ้านเขว้า,ลุ่มลำชี แบ่งเขต,27.0,,,,,,6,5
ชัยภูมิ,2,5_18,constituency,283.0,บ้านเขว้า,ลุ่มลำชี แบ่งเขต,82.0,,,,,,6,2
ชัยภูมิ,2,5_18,constituency,284.0,บ้านเขว้า,ลุ่มลำชี แบ่งเขต,533.0,,,,,,7,0
ชัยภูมิ,2,5_18,constituency,285.0,บ้านเขว้า,ลุ่มลำชี แบ่งเขต,42.0,,,,,,7,4
ชัยภูมิ,2,5_18,constituency,286.0,บ้านเขว้า,ลุ่มลำชี แบ่งเขต,0.0,,,,,,5,5
ชัยภูมิ,2,5_18,constituency,287.0,บ้านเขว้า,ลุ่มลำชี แบ่งเขต,35.0,,,,,,7,3
ชัยภูมิ,2,5_18,constituency,288.0,บ้านเขว้า,โนนแดง,45.0,,,,,,7,1
ชัยภูมิ,2,5_18,constituency,289.0,บ้านเขว้า,โนนแดง,18.0,,,,,,6,4
ชัยภูมิ,2,5_18,constituency,290.0,บ้านเขว้า,โนนแดง,304.0,,,,,,6,2
ชัยภูมิ,2,5_18,constituency,291.0,บ้านเขว้า,โนนแดง,1318.0,,,,,,6,0
ชัยภูมิ,2,5_18,constituency,292.0,บ้านเขว้า,โนนแดง,2522.0,,,,,,6,0
ชัยภูมิ,2,5_18,constituency,293.0,บ้านเขว้า,โนนแดง,99.0,,,,,,7,7
ชัยภูมิ,2,5_18,constituency,294.0,บ้านเขว้า,โนนแดง,6.0,,,,,,7,0
ชัยภูมิ,2,5_18,constituency,295.0,บ้านเขว้า,โนนแดง,105.0,,,,,,6,2
ชัยภูมิ,2,5_18,constituency,296.0,บ้านเขว้า,โนนแดง,131.0,,,,,,7,0
ชัยภูมิ,2,5_18,constituency,297.0,บ้านเขว้า,โนนแดง,0.0,,,,,,7,6
ชัยภูมิ,2,5_18,constituency,298.0,เนินสง่า,กะฮาด,59.0,,,,,,7,4
ชัยภูมิ,2,5_18,constituency,299.0,เนินสง่า,กะฮาด,128.0,260.0,,,,,6,1
ชัยภูมิ,2,5_18,constituency,300.0,เนินสง่า,กะฮาด,8042.0,,,,,,7,1
ชัยภูมิ,2,5_18,constituency,301.0,เนินสง่า,กะฮาด,7.0,,,,,,7,3
ชัยภูมิ,2,5_18,constituency,302.0,เนินสง่า,กะฮาด,451.0,,,,,,7,7
ชัยภูมิ,2,5_18,constituency,303.0,เนินสง่า,กะฮาด,11.0,,,,,,7,6
ชัยภูมิ,2,5_18,constituency,304.0,เนินสง่า,กะฮาด,731530.0,,,,,,5,1
ชัยภูมิ,2,5_18,constituency,305.0,เนินสง่า,กะฮาด,46.0,,,,,,8,3
ชัยภูมิ,2,5_18,constituency,306.0,เนินสง่า,กะฮาด,74.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,307.0,เนินสง่า,กะฮาด,9.0,,,,,,7,1
ชัยภูมิ,2,5_18,constituency,308.0,เนินสง่า,ตาเนิน,59.0,,,,,,8,3
ชัยภูมิ,2,5_18,constituency,309.0,เนินสง่า,ตาเนิน,615.0,,,,,,7,4
ชัยภูมิ,2,5_18,constituency,310.0,เนินสง่า,ตาเนิน,10.0,,,,,,7,2
ชัยภูมิ,2,5_18,constituency,311.0,เนินสง่า,ตาเนิน,100.0,,,,,,5,0
ชัยภูมิ,2,5_18,constituency,312.0,เนินสง่า,ตาเนิน,759.0,532.0,,,,,7,0
ชัยภูมิ,2,5_18,constituency,313.0,เนินสง่า,ตาเนิน,252.0,,,,,,5,1
ชัยภูมิ,2,5_18,constituency,314.0,เนินสง่า,ตาเนิน,8.0,,,,,,7,3
ชัยภูมิ,2,5_18,constituency,315.0,เนินสง่า,ตาเนิน,21.0,,,,,,6,1
ชัยภูมิ,2,5_18,constituency,316.0,เนินสง่า,ตาเนิน,6.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,317.0,เนินสง่า,ตาเนิน,612.0,,,,,,7,1
ชัยภูมิ,2,5_18,constituency,318.0,เนินสง่า,ตาเนิน,217.0,,,,,,20,11
ชัยภูมิ,2,5_18,constituency,319.0,เนินสง่า,ตาเนิน,12547.0,,,,,,10,4
ชัยภูมิ,2,5_18,constituency,320.0,เนินสง่า,ตาเนิน,31.0,,,,,,8,1
ชัยภูมิ,2,5_18,constituency,321.0,เนินสง่า,ตาเนิน,243.0,,,,,,7,2
ชัยภูมิ,2,5_18,constituency,322.0,เนินสง่า,ตาเนิน,22.0,,,,,,7,7
ชัยภูมิ,2,5_18,constituency,323.0,เนินสง่า,ตาเนิน,73.0,66.0,,,,,6,1
ชัยภูมิ,2,5_18,constituency,324.0,เนินสง่า,รังงาม,317.0,3.0,,,,,7,1
ชัยภูมิ,2,5_18,constituency,325.0,เนินสง่า,รังงาม,82.0,,,,,,7,3
ชัยภูมิ,2,5_18,constituency,326.0,เนินสง่า,รังงาม,50.0,,,,,,19,15
ชัยภูมิ,2,5_18,constituency,327.0,เนินสง่า,รังงาม,2.0,,,,,,10,9
ชัยภูมิ,2,5_18,constituency,328.0,เนินสง่า,รังงาม,46.0,,,,,,7,4
ชัยภูมิ,2,5_18,constituency,329.0,เนินสง่า,รังงาม,15.0,,,,,,7,4
ชัยภูมิ,2,5_18,constituency,330.0,เนินสง่า,รังงาม,16.0,,,,,,7,4
ชัยภูมิ,2,5_18,constituency,331.0,เนินสง่า,รังงาม,0.0,,,,,,7,7
ชัยภูมิ,2,5_18,constituency,332.0,เนินสง่า,รังงาม,3237.0,,,,,,7,2
ชัยภูมิ,2,5_18,constituency,333.0,เนินสง่า,รังงาม,81.0,,,,,,7,2
ชัยภูมิ,2,5_18,constituency,334.0,เนินสง่า,หนองฉิม,98.0,,,,,,7,3
ชัยภูมิ,2,5_18,constituency,335.0,เนินสง่า,หนองฉิม,14.0,22.0,,,,,6,1
ชัยภูมิ,2,5_18,constituency,336.0,เนินสง่า,หนองฉิม,24.0,,,,,,6,2
ชัยภูมิ,2,5_18,constituency,337.0,เนินสง่า,หนองฉิม,9.0,,,,,,6,4
ชัยภูมิ,2,5_18,constituency,338.0,เนินสง่า,หนองฉิม,0.0,,,,,,7,7
ชัยภูมิ,2,5_18,constituency,339.0,เนินสง่า,หนองฉิม,77.0,,,,,,5,1
ชัยภูมิ,2,5_18,constituency,340.0,เนินสง่า,หนองฉิม,20.0,,,,,,7,1
ชัยภูมิ,2,5_18,constituency,341.0,เนินสง่า,หนองฉิม,780.0,,,,,,5,2
ชัยภูมิ,2,5_18,constituency,342.0,เนินสง่า,หนองฉิม,638.0,,,,,,7,1
ชัยภูมิ,2,5_18,constituency,343.0,เนินสง่า,หนองฉิม,21.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,344.0,เนินสง่า,หนองฉิม,4.0,,,,,,7,5
ชัยภูมิ,2,5_18,constituency,345.0,เนินสง่า,หนองฉิม,4.0,,,,,,6,4
ชัยภูมิ,2,5_18,constituency,346.0,เนินสง่า,หนองฉิม,6.0,1.0,,,,,5,2
ชัยภูมิ,2,5_18,constituency,347.0,เนินสง่า,หนองฉิม,174.0,,,,,,7,1
ชัยภูมิ,2,5_18,constituency,348.0,เนินสง่า,หนองฉิม,21.0,,,,,,7,1
ชัยภูมิ,2,5_18,constituency,,,,46737.0,,,,,,25,106
ชัยภูมิ,2,5_18,constituency,,/,,523.0,,,,,,4,4
ชัยภูมิ,2,5_18,constituency,,/ชต.ัตร,,0.0,,,,,,1,1
ชัยภูมิ,2,5_18_partylist,party_list,0.0,,,0.0,,,,,,1,1
ชัยภูมิ,2,5_18_partylist,party_list,0.0,/ต.,,0.0,,,,,,3,3
ชัยภูมิ,2,5_18_partylist,party_list,1.0,,,1.0,3.0,,,,,2,2
ชัยภูมิ,2,5_18_partylist,party_list,1.0,,/เทศนาลหนงนั้งใหมี่..อำเกอ/เขต,0.0,,,,,,6,6
ชัยภูมิ,2,5_18_partylist,party_list,1.0,,/เทศบาล.,14.0,,,,,,8,8
ชัยภูมิ,2,5_18_partylist,party_list,1.0,,/เทศบาล..ดหร,10.0,,,,,,5,5
ชัยภูมิ,2,5_18_partylist,party_list,1.0,,/เทศบาล.mกนpก,448.0,,,,,,6,3
ชัยภูมิ,2,5_18_partylist,party_list,1.0,,/เทศบาล.งกเษพเง,18.0,,,,,,7,2
ชัยภูมิ,2,5_18_partylist,party_list,1.0,--.,/เทศบาล,2.0,25.0,,,,,3,3
ชัยภูมิ,2,5_18_partylist,party_list,1.0,.,/เทศบาล.อำเภ/เขต.,0.0,,,,,,9,9
ชัยภูมิ,2,5_18_partylist,party_list,1.0,..,/เทศบาลในก,0.0,,,,,,4,4
ชัยภูมิ,2,5_18_partylist,party_list,1.0,...,/เทศบาลว,2804.0,,,,,,7,2
ชัยภูมิ,2,5_18_partylist,party_list,1.0,.0.9:,,1206.0,,,,,,8,5
ชัยภูมิ,2,5_18_partylist,party_list,1.0,/เซต,,13.0,,,,,,8,5
ชัยภูมิ,2,5_18_partylist,party_list,1.0,จัตุรัส,กุดน้ำใส,20.0,,,,,,22,23
ชัยภูมิ,2,5_18_partylist,party_list,1.0,เขตเลือกต้ที่...,/ทศบาล.รู,0.0,5.0,,,,,5,5
ชัยภูมิ,2,5_18_partylist,party_list,2.0,/เซต,/เทศบาล.มวนกอก..,0.0,,,,,,6,5
ชัยภูมิ,2,5_18_partylist,party_list,2.0,จัตุรัส,กุดน้ำใส,0.0,,,,,,24,27
ชัยภูมิ,2,5_18_partylist,party_list,2.0,ล,/เทศบาลน0,0.0,,,,,,4,4
ชัยภูมิ,2,5_18_partylist,party_list,3.0,จัตุรัส,กุดน้ำใส,35.0,,,,,,24,21
ชัยภูมิ,2,5_18_partylist,party_list,4.0,จัตุรัส,กุดน้ำใส,524.0,,,,,,23,20
ชัยภูมิ,2,5_18_partylist,party_list,5.0,จัตุรัส,กุดน้ำใส,1115.0,,,,,,25,24
ชัยภูมิ,2,5_18_partylist,party_list,6.0,..,/เทศบาล.กมคาทญ่,0.0,4.0,,,,,7,7
ชัยภูมิ,2,5_18_partylist,party_list,6.0,จัตุรัส,กุดน้ำใส,388.0,,,,,,27,12
ชัยภูมิ,2,5_18_partylist,party_list,7.0,จัตุรัส,กุดน้ำใส,5101.0,,,,,,18,18
ชัยภูมิ,2,5_18_partylist,party_list,8.0,1,/เทศบาล.หนงขวินน.,4.0,,,,,,4,1
ชัยภูมิ,2,5_18_partylist,party_list,8.0,จัตุรัส,กุดน้ำใส,186.0,,,,,,22,16
ชัยภูมิ,2,5_18_partylist,party_list,9.0,จัตุรัส,กุดน้ำใส,0.0,,,,,,9,9
ชัยภูมิ,2,5_18_partylist,party_list,10.0,จัตุรัส,กุดน้ำใส,0.0,,,,,,21,24
ชัยภูมิ,2,5_18_partylist,party_list,11.0,จัตุรัส,กุดน้ำใส,18663.0,,,,,,25,23
ชัยภูมิ,2,5_18_partylist,party_list,12.0,จัตุรัส,กุดน้ำใส,0.0,,,,,,24,26
ชัยภูมิ,2,5_18_partylist,party_list,13.0,จัตุรัส,กุดน้ำใส,12.0,,,,,,25,23
ชัยภูมิ,2,5_18_partylist,party_list,14.0,จัตุรัส,กุดน้ำใส,62.0,,,,,,25,16
ชัยภูมิ,2,5_18_partylist,party_list,15.0,จัตุรัส,กุดน้ำใส,40.0,,,,,,23,20
ชัยภูมิ,2,5_18_partylist,party_list,16.0,จัตุรัส,กุดน้ำใส,28.0,,,,,,23,19
ชัยภูมิ,2,5_18_partylist,party_list,17.0,จัตุรัส,กุดน้ำใส,62.0,,,,,,25,21
ชัยภูมิ,2,5_18_partylist,party_list,18.0,จัตุรัส,บ้านกอก,2.0,,,,,,17,16
ชัยภูมิ,2,5_18_partylist,party_list,19.0,จัตุรัส,บ้านกอก,2.0,0.0,,,,,10,12
ชัยภูมิ,2,5_18_partylist,party_list,20.0,จัตุรัส,บ้านกอก,4.0,,,,,,15,14
ชัยภูมิ,2,5_18_partylist,party_list,21.0,จัตุรัส,บ้านกอก,4.0,,,,,,10,11
ชัยภูมิ,2,5_18_partylist,party_list,22.0,จัตุรัส,บ้านกอก,241.0,,,,,,16,17
ชัยภูมิ,2,5_18_partylist,party_list,23.0,จัตุรัส,บ้านกอก,0.0,,,,,,14,16
ชัยภูมิ,2,5_18_partylist,party_list,24.0,จัตุรัส,บ้านกอก,196.0,,,,,,15,15
ชัยภูมิ,2,5_18_partylist,party_list,25.0,จัตุรัส,บ้านกอก,0.0,,,,,,16,16
ชัยภูมิ,2,5_18_partylist,party_list,26.0,จัตุรัส,บ้านกอก,8.0,,,,,,19,19
ชัยภูมิ,2,5_18_partylist,party_list,27.0,จัตุรัส,บ้านกอก,80.0,,,,,,19,16
ชัยภูมิ,2,5_18_partylist,party_list,28.0,จัตุรัส,บ้านกอก,40931.0,,,,,,14,16
ชัยภูมิ,2,5_18_partylist,party_list,29.0,จัตุรัส,บ้านกอก,146.0,,,,,,23,10
ชัยภูมิ,2,5_18_partylist,party_list,30.0,จัตุรัส,บ้านกอก,109.0,,,,,,14,14
ชัยภูมิ,2,5_18_partylist,party_list,31.0,จัตุรัส,บ้านกอก,2.0,,,,,,14,15
ชัยภูมิ,2,5_18_partylist,party_list,32.0,จัตุรัส,บ้านกอก,66.0,,,,,,17,16
ชัยภูมิ,2,5_18_partylist,party_list,33.0,จัตุรัส,บ้านขาม,8.0,,,,,,16,16
ชัยภูมิ,2,5_18_partylist,party_list,34.0,จัตุรัส,บ้านขาม,20.0,3.0,,,,,11,8
ชัยภูมิ,2,5_18_partylist,party_list,35.0,จัตุรัส,บ้านขาม,6.0,,,,,,15,15
ชัยภูมิ,2,5_18_partylist,party_list,36.0,จัตุรัส,บ้านขาม,49.0,,,,,,15,9
ชัยภูมิ,2,5_18_partylist,party_list,37.0,จัตุรัส,บ้านขาม,22.0,,,,,,15,10
ชัยภูมิ,2,5_18_partylist,party_list,38.0,จัตุรัส,บ้านขาม,10.0,1.0,,,,,14,12
ชัยภูมิ,2,5_18_partylist,party_list,39.0,จัตุรัส,บ้านขาม,1.0,5.0,,,,,6,6
ชัยภูมิ,2,5_18_partylist,party_list,40.0,จัตุรัส,บ้านขาม,172.0,,,,,,12,10
ชัยภูมิ,2,5_18_partylist,party_list,41.0,จัตุรัส,บ้านขาม,11.0,,,,,,13,13
ชัยภูมิ,2,5_18_partylist,party_list,42.0,จัตุรัส,บ้านขาม,26.0,,,,,,17,18
ชัยภูมิ,2,5_18_partylist,party_list,43.0,จัตุรัส,บ้านขาม,21.0,,,,,,10,10
ชัยภูมิ,2,5_18_partylist,party_list,44.0,จัตุรัส,บ้านขาม,32.0,,,,,,14,15
ชัยภูมิ,2,5_18_partylist,party_list,45.0,จัตุรัส,บ้านขาม,511.0,,,,,,16,13
ชัยภูมิ,2,5_18_partylist,party_list,46.0,จัตุรัส,บ้านขาม,4.0,,,,,,15,16
ชัยภูมิ,2,5_18_partylist,party_list,47.0,จัตุรัส,ละหาน,8.0,,,,,,25,21
ชัยภูมิ,2,5_18_partylist,party_list,48.0,จัตุรัส,ละหาน,58.0,351.0,,,,,24,20
ชัยภูมิ,2,5_18_partylist,party_list,49.0,จัตุรัส,ละหาน,238.0,3.0,,,,,24,18
ชัยภูมิ,2,5_18_partylist,party_list,50.0,จัตุรัส,ละหาน,72.0,,,,,,23,17
ชัยภูมิ,2,5_18_partylist,party_list,51.0,จัตุรัส,ละหาน,163.0,,,,,,24,9
ชัยภูมิ,2,5_18_partylist,party_list,52.0,จัตุรัส,ละหาน,4.0,,,,,,25,25
ชัยภูมิ,2,5_18_partylist,party_list,53.0,จัตุรัส,ละหาน,375.0,,,,,,23,8
ชัยภูมิ,2,5_18_partylist,party_list,54.0,จัตุรัส,ละหาน,2279.0,,,,,,22,17
ชัยภูมิ,2,5_18_partylist,party_list,55.0,จัตุรัส,ละหาน,18.0,,,,,,23,17
ชัยภูมิ,2,5_18_partylist,party_list,56.0,จัตุรัส,ละหาน,6.0,,,,,,23,24
ชัยภูมิ,2,5_18_partylist,party_list,57.0,จัตุรัส,ละหาน,96.0,,,,,,22,15
ชัยภูมิ,2,5_18_partylist,party_list,58.0,จัตุรัส,ละหาน,46.0,,,,,,21,18
ชัยภูมิ,2,5_18_partylist,party_list,59.0,จัตุรัส,ละหาน,12.0,,,,,,23,24
ชัยภูมิ,2,5_18_partylist,party_list,60.0,จัตุรัส,ละหาน,22.0,,,,,,21,18
ชัยภูมิ,2,5_18_partylist,party_list,61.0,จัตุรัส,ละหาน,0.0,,,,,,23,26
ชัยภูมิ,2,5_18_partylist,party_list,62.0,จัตุรัส,ละหาน,38.0,,,,,,25,25
ชัยภูมิ,2,5_18_partylist,party_list,63.0,จัตุรัส,ละหาน,920.0,,,,,,23,22
ชัยภูมิ,2,5_18_partylist,party_list,64.0,จัตุรัส,ละหาน,16.0,,,,,,24,14
ชัยภูมิ,2,5_18_partylist,party_list,65.0,จัตุรัส,ละหาน,2.0,,,,,,22,18
ชัยภูมิ,2,5_18_partylist,party_list,66.0,จัตุรัส,ละหาน,27.0,,,,,,21,22
ชัยภูมิ,2,5_18_partylist,party_list,67.0,จัตุรัส,ละหาน,24.0,,,,,,18,18
ชัยภูมิ,2,5_18_partylist,party_list,68.0,จัตุรัส,ส้มป่อย,93.0,,,,,,23,21
ชัยภูมิ,2,5_18_partylist,party_list,69.0,จัตุรัส,ส้มป่อย,191.0,29.0,,,,,23,22
ชัยภูมิ,2,5_18_partylist,party_list,70.0,จัตุรัส,ส้มป่อย,2011.0,,,,,,24,22
ชัยภูมิ,2,5_18_partylist,party_list,71.0,จัตุรัส,ส้มป่อย,8.0,42.0,,,,,23,22
ชัยภูมิ,2,5_18_partylist,party_list,72.0,จัตุรัส,ส้มป่อย,69.0,,,,,,25,20
ชัยภูมิ,2,5_18_partylist,party_list,73.0,จัตุรัส,ส้มป่อย,12.0,,,,,,24,22
ชัยภูมิ,2,5_18_partylist,party_list,74.0,จัตุรัส,ส้มป่อย,0.0,243.0,,,,,24,26
ชัยภูมิ,2,5_18_partylist,party_list,75.0,จัตุรัส,ส้มป่อย,0.0,38.0,,,,,25,27
ชัยภูมิ,2,5_18_partylist,party_list,76.0,จัตุรัส,ส้มป่อย,0.0,109.0,,,,,22,26
ชัยภูมิ,2,5_18_partylist,party_list,77.0,จัตุรัส,ส้มป่อย,2.0,8.0,,,,,24,25
ชัยภูมิ,2,5_18_partylist,party_list,78.0,จัตุรัส,ส้มป่อย,12.0,,,,,,24,25
ชัยภูมิ,2,5_18_partylist,party_list,79.0,จัตุรัส,ส้มป่อย,20.0,,,,,,24,22
ชัยภูมิ,2,5_18_partylist,party_list,80.0,จัตุรัส,ส้มป่อย,70.0,,,,,,23,20
ชัยภูมิ,2,5_18_partylist,party_list,81.0,จัตุรัส,ส้มป่อย,4.0,,,,,,26,24
ชัยภูมิ,2,5_18_partylist,party_list,82.0,จัตุรัส,ส้มป่อย,9.0,0.0,,,,,27,25
ชัยภูมิ,2,5_18_partylist,party_list,83.0,จัตุรัส,หนองบัวบาน,66.0,,,,,,18,15
ชัยภูมิ,2,5_18_partylist,party_list,84.0,จัตุรัส,หนองบัวบาน,4120.0,,,,,,14,15
ชัยภูมิ,2,5_18_partylist,party_list,85.0,จัตุรัส,หนองบัวบาน,0.0,,,,,,11,12
ชัยภูมิ,2,5_18_partylist,party_list,86.0,จัตุรัส,หนองบัวบาน,8.0,,,,,,9,10
ชัยภูมิ,2,5_18_partylist,party_list,87.0,จัตุรัส,หนองบัวบาน,21.0,,,,,,14,12
ชัยภูมิ,2,5_18_partylist,party_list,88.0,จัตุรัส,หนองบัวบาน,1.0,,,,,,13,12
ชัยภูมิ,2,5_18_partylist,party_list,89.0,จัตุรัส,หนองบัวบาน,72.0,,,,,,14,11
ชัยภูมิ,2,5_18_partylist,party_list,90.0,จัตุรัส,หนองบัวบาน,21043.0,,,,,,11,16
ชัยภูมิ,2,5_18_partylist,party_list,91.0,จัตุรัส,หนองบัวบาน,0.0,,,,,,5,5
ชัยภูมิ,2,5_18_partylist,party_list,92.0,จัตุรัส,หนองบัวบาน,992.0,,,,,,4,4
ชัยภูมิ,2,5_18_partylist,party_list,93.0,จัตุรัส,หนองบัวบาน,420677.0,,,,,,17,18
ชัยภูมิ,2,5_18_partylist,party_list,94.0,จัตุรัส,หนองบัวบาน,12.0,3.0,,,,,14,16
ชัยภูมิ,2,5_18_partylist,party_list,95.0,จัตุรัส,หนองบัวบาน,18.0,,,,,,15,13
ชัยภูมิ,2,5_18_partylist,party_list,96.0,จัตุรัส,หนองบัวบาน,258.0,,,,,,15,14
ชัยภูมิ,2,5_18_partylist,party_list,97.0,จัตุรัส,หนองบัวบาน,26.0,,,,,,15,16
ชัยภูมิ,2,5_18_partylist,party_list,98.0,จัตุรัส,หนองบัวบาน,58.0,,,,,,15,14
ชัยภูมิ,2,5_18_partylist,party_list,99.0,จัตุรัส,หนองบัวบาน,17.0,,,,,,12,8
ชัยภูมิ,2,5_18_partylist,party_list,100.0,จัตุรัส,หนองบัวบาน,0.0,,,,,,13,13
ชัยภูมิ,2,5_18_partylist,party_list,101.0,จัตุรัส,หนองบัวโคก,1008.0,,,,,,24,27
ชัยภูมิ,2,5_18_partylist,party_list,102.0,จัตุรัส,หนองบัวโคก,0.0,,,,,,22,25
ชัยภูมิ,2,5_18_partylist,party_list,103.0,จัตุรัส,หนองบัวโคก,408.0,6.0,,,,,26,20
ชัยภูมิ,2,5_18_partylist,party_list,104.0,จัตุรัส,หนองบัวโคก,48.0,,,,,,24,17
ชัยภูมิ,2,5_18_partylist,party_list,105.0,จัตุรัส,หนองบัวโคก,418.0,,,,,,23,15
ชัยภูมิ,2,5_18_partylist,party_list,106.0,จัตุรัส,หนองบัวโคก,0.0,,,,,,21,23
