field,observed_value,suggested_value,score,status,form_type,polling_station_no,choice_no,source_pdf,source_page
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,25,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,6
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,26,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,6
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,27,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,6
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,28,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,6
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,29,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,6
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,30,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,6
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,31,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,6
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,32,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,6
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,34,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,6
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,49,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,7
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,50,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,7
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,51,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,7
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,52,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,7
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,53,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,7
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,54,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,7
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,55,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,7
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,245.0,57,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,7
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,9
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,9
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,10
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,11
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,11
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,9
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,7,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,9
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,9
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,9
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,10,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,9
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,25,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,10
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,26,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,10
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,27,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,10
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,28,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,10
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,29,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,10
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,30,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,10
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,32,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,10
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,34,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,10
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,46,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,11
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,50,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,11
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,51,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,11
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,52,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,11
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,53,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,11
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,54,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,11
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,55,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,11
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,246.0,57,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,11
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,13
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,13
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,13
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,13
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,15
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,14
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,13
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,13
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,10,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,13
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,25,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,14
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,26,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,14
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,27,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,14
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,28,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,14
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,29,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,14
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,30,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,14
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,31,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,14
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,32,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,14
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,34,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,14
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,49,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,15
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,50,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,15
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,51,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,15
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,52,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,15
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,53,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,15
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,54,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,15
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,55,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,15
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,56,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,15
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,247.0,57,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,15
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,17
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,18
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,17
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,17
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,7,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,17
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,17
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,9,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,17
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,10,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,17
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,25,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,18
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,26,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,18
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,27,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,18
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,28,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,18
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,29,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,18
station_name,ลุ่มน้ำชี บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.9143,suggested,5_18_partylist,248.0,30,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มน้ำชี-บัญชีรายชื่อ.pdf,18
